"SIZE"	"ES"	"NES"	"NOM P-VAL"	"FDR Q-VAL"	"FWER P-VAL"	"RANK AT MAX"	"LEADING EDGE"	"TERM"	"SOURCE"	"GOID"
67	-0.70179164	-2.3085284	0	0	0	3066	"tags=70%, list=20%, signal=87%"	"MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT"	"GOBP"	"GO:0042775"
67	-0.70179164	-2.2809217	0	1.1669955e-05	0.001	3066	"tags=70%, list=20%, signal=87%"	"ATP SYNTHESIS COUPLED ELECTRON TRANSPORT"	"GOBP"	"GO:0042773"
92	-0.7016024	-2.4568698	0	0	0	2310	"tags=52%, list=15%, signal=61%"	"DOWNSTREAM TCR SIGNALING"	"REACTOME"	"R-HSA-202424.3"
17	-0.6990676	-1.7242767	0.0053475937	0.011800759	0.98	419	"tags=24%, list=3%, signal=24%"	"NEGATIVE REGULATION OF DEFENSE RESPONSE TO VIRUS"	"GOBP"	"GO:0050687"
191	-0.6986505	-2.6685917	0	0	0	3080	"tags=61%, list=20%, signal=76%"	"HALLMARK_E2F_TARGETS"	"MSIGDB_C2"	"HALLMARK_E2F_TARGETS"
25	-0.69843125	-1.8626096	0	0.0022019525	0.417	3152	"tags=64%, list=21%, signal=81%"	"RESOLUTION OF AP SITES VIA THE MULTIPLE-NUCLEOTIDE PATCH REPLACEMENT PATHWAY"	"REACTOME"	"R-HSA-110373.1"
18	-0.69840163	-1.7521642	0.007556675	0.008670451	0.936	1879	"tags=44%, list=12%, signal=51%"	"REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY"	"GOBP"	"GO:0042269"
18	-0.69840163	-1.7199292	0.0026809652	0.012320458	0.985	1879	"tags=44%, list=12%, signal=51%"	"REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY"	"GOBP"	"GO:0002715"
32	-0.69754255	-1.9800394	0	0.00031424515	0.054	3664	"tags=69%, list=24%, signal=90%"	"CHROMATIN REMODELING AT CENTROMERE"	"GOBP"	"GO:0031055"
37	-0.6972891	-2.0183308	0	0.00018542941	0.028	3680	"tags=70%, list=24%, signal=92%"	"HISTONE EXCHANGE"	"GOBP"	"GO:0043486"
32	-0.6971458	-2.0185177	0	0.00018626467	0.028	3042	"tags=59%, list=20%, signal=74%"	"TELOMERE MAINTENANCE VIA RECOMBINATION"	"GOBP"	"GO:0000722"
15	-0.6960526	-1.6367325	0.0076726344	0.026422985	1	1236	"tags=33%, list=8%, signal=36%"	"REGULATED NECROSIS"	"REACTOME"	"R-HSA-5218859.1"
15	-0.6960526	-1.6265987	0.0070921984	0.028499732	1	1236	"tags=33%, list=8%, signal=36%"	"RIPK1-MEDIATED REGULATED NECROSIS"	"REACTOME DATABASE ID RELEASE 60"	"5213460"
30	-0.69550467	-1.9919713	0.0031152647	0.000272699	0.045	3664	"tags=70%, list=24%, signal=92%"	"CENP-A CONTAINING CHROMATIN ORGANIZATION"	"GOBP"	"GO:0061641"
30	-0.69550467	-1.9332829	0	0.0007663367	0.138	3664	"tags=70%, list=24%, signal=92%"	"CENP-A CONTAINING NUCLEOSOME ASSEMBLY"	"GOBP"	"GO:0034080"
60	-0.694952	-2.2936041	0	0	0	2247	"tags=55%, list=15%, signal=64%"	"SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21"	"REACTOME"	"R-HSA-187577.3"
96	-0.6944362	-2.4955158	0	0	0	2247	"tags=43%, list=15%, signal=50%"	"REGULATION OF PROTEIN UBIQUITINATION INVOLVED IN UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS"	"GOBP"	"GO:2000058"
29	-0.6924556	-1.942719	0	0.000695129	0.123	2619	"tags=66%, list=17%, signal=79%"	"ATP BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0006754"
29	-0.6912623	-1.907696	0	0.0011060691	0.21	2140	"tags=45%, list=14%, signal=52%"	"REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY"	"GOBP"	"GO:0001910"
61	-0.6908023	-2.2134564	0	9.737842e-06	0.001	1637	"tags=41%, list=11%, signal=46%"	"NEGATIVE REGULATION OF VIRAL LIFE CYCLE"	"GOBP"	"GO:1903901"
91	-0.6902505	-2.4300203	0	0	0	2988	"tags=52%, list=20%, signal=64%"	"INTERLEUKIN-1 SIGNALING"	"REACTOME DATABASE ID RELEASE 60"	"446652"
15	-0.6901591	-1.6676021	0.012437811	0.020223996	0.999	2140	"tags=53%, list=14%, signal=62%"	"REGULATION OF T CELL MEDIATED CYTOTOXICITY"	"GOBP"	"GO:0001914"
23	-0.6898388	-1.7961851	0.002754821	0.0052860267	0.761	2195	"tags=52%, list=14%, signal=61%"	"B CELL MEDIATED IMMUNITY"	"GOBP"	"GO:0019724"
42	-0.6896599	-2.0308397	0	0.00014364562	0.021	1236	"tags=29%, list=8%, signal=31%"	"REGULATION OF DEFENSE RESPONSE TO VIRUS"	"GOBP"	"GO:0050688"
16	-0.6888177	-1.6266934	0.012562814	0.02856015	1	4118	"tags=75%, list=27%, signal=103%"	"TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 (RBL1) AND P130 (RBL2) IN COMPLEX WITH HDAC1"	"REACTOME DATABASE ID RELEASE 60"	"1362300"
65	-0.6887429	-2.3015432	0	0	0	2275	"tags=46%, list=15%, signal=54%"	"DISORDERS OF TRANSMEMBRANE TRANSPORTERS"	"REACTOME"	"R-HSA-5619115.2"
19	-0.688549	-1.6970402	0.0051150895	0.015453514	0.995	2055	"tags=42%, list=14%, signal=49%"	"REGULATION OF INTERFERON-ALPHA PRODUCTION"	"GOBP"	"GO:0032647"
31	-0.6881294	-1.9525175	0	0.0005842282	0.104	2619	"tags=61%, list=17%, signal=74%"	"RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0009201"
31	-0.6881294	-1.9439821	0	0.0006894865	0.121	2619	"tags=61%, list=17%, signal=74%"	"PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0009206"
31	-0.6881294	-1.9065045	0	0.0011120645	0.212	2619	"tags=61%, list=17%, signal=74%"	"PURINE NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0009145"
26	-0.6880754	-1.8746762	0	0.0018671164	0.351	4118	"tags=77%, list=27%, signal=105%"	"ACTIVATION OF E2F1 TARGET GENES AT G1 S"	"REACTOME"	"R-HSA-539107.4"
26	-0.6880754	-1.8370628	0	0.0030157992	0.532	4118	"tags=77%, list=27%, signal=105%"	"G1 S-SPECIFIC TRANSCRIPTION"	"REACTOME"	"R-HSA-69205.2"
90	-0.6877248	-2.4031227	0	0	0	1916	"tags=49%, list=13%, signal=56%"	"ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I"	"GOBP"	"GO:0002474"
36	-0.6874159	-2.0226676	0	0.00016248618	0.024	3664	"tags=67%, list=24%, signal=88%"	"CENTROMERE COMPLEX ASSEMBLY"	"GOBP"	"GO:0034508"
18	-0.6873021	-1.7109504	0.005449591	0.013414873	0.99	2352	"tags=61%, list=15%, signal=72%"	"DNA REPLICATION INITIATION"	"GOBP"	"GO:0006270"
37	-0.68650347	-2.003704	0	0.00025482624	0.04	3152	"tags=57%, list=21%, signal=71%"	"RESOLUTION OF ABASIC SITES (AP SITES)"	"REACTOME"	"R-HSA-73933.1"
37	-0.68650347	-1.9928045	0	0.0002738212	0.045	3152	"tags=57%, list=21%, signal=71%"	"BASE EXCISION REPAIR"	"REACTOME DATABASE ID RELEASE 60"	"73884"
82	-0.685061	-2.3725183	0	0	0	3664	"tags=68%, list=24%, signal=89%"	"CHROMOSOME MAINTENANCE"	"REACTOME DATABASE ID RELEASE 60"	"73886"
63	-0.68461055	-2.2353525	0	1.021121e-05	0.001	2988	"tags=57%, list=20%, signal=71%"	"OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA"	"REACTOME DATABASE ID RELEASE 60"	"1234176"
47	-0.6837583	-2.1609654	0	9.076631e-06	0.001	3664	"tags=68%, list=24%, signal=89%"	"NUCLEOSOME ASSEMBLY"	"REACTOME"	"R-HSA-774815.1"
47	-0.6837583	-2.1188424	0	5.013271e-05	0.006	3664	"tags=68%, list=24%, signal=89%"	"DEPOSITION OF NEW CENPA-CONTAINING NUCLEOSOMES AT THE CENTROMERE"	"REACTOME"	"R-HSA-606279.1"
16	-0.6833226	-1.631091	0	0.02774597	1	3835	"tags=63%, list=25%, signal=83%"	"MITOCHONDRIAL CALCIUM ION TRANSPORT"	"REACTOME DATABASE ID RELEASE 60"	"8949215"
17	-0.68254274	-1.6382223	0.007853403	0.026191268	1	1315	"tags=59%, list=9%, signal=64%"	"REGULATION OF T CELL APOPTOTIC PROCESS"	"GOBP"	"GO:0070232"
57	-0.68232596	-2.2019885	0	9.548145e-06	0.001	2247	"tags=49%, list=15%, signal=57%"	"DEGRADATION OF GLI1 BY THE PROTEASOME"	"REACTOME DATABASE ID RELEASE 60"	"5610780"
82	-0.6821279	-2.3521314	0	0	0	2247	"tags=49%, list=15%, signal=57%"	"NEGATIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY"	"GOBP"	"GO:0051444"
154	-0.68161047	-2.5955727	0	0	0	3357	"tags=58%, list=22%, signal=73%"	"SEPARATION OF SISTER CHROMATIDS"	"REACTOME DATABASE ID RELEASE 60"	"2467813"
18	-0.6806633	-1.6769533	0.008196721	0.018461594	0.998	2682	"tags=44%, list=18%, signal=54%"	"RNA POLYMERASE III CHAIN ELONGATION"	"REACTOME"	"R-HSA-73780.2"
76	-0.68023354	-2.3158946	0	0	0	2988	"tags=53%, list=20%, signal=65%"	"FCERI MEDIATED NF-KB ACTIVATION"	"REACTOME"	"R-HSA-2871837.2"
17	-0.6800452	-1.6763021	0.007853403	0.018573862	0.998	3539	"tags=65%, list=23%, signal=84%"	"DNA REPLICATION"	"PANTHER PATHWAY"	"P00017"
16	-0.6798982	-1.6875683	0.0123152705	0.016894918	0.998	2858	"tags=56%, list=19%, signal=69%"	"POLO-LIKE KINASE MEDIATED EVENTS"	"REACTOME"	"R-HSA-156711.2"
163	-0.67901236	-2.591474	0	0	0	3357	"tags=58%, list=22%, signal=73%"	"MITOTIC METAPHASE AND ANAPHASE"	"REACTOME"	"R-HSA-2555396.2"
162	-0.6777128	-2.605328	0	0	0	3357	"tags=57%, list=22%, signal=73%"	"MITOTIC ANAPHASE"	"REACTOME DATABASE ID RELEASE 60"	"68882"
57	-0.6773252	-2.1430566	0	1.7816375e-05	0.002	2247	"tags=49%, list=15%, signal=57%"	"DEGRADATION OF GLI2 BY THE PROTEASOME"	"REACTOME DATABASE ID RELEASE 60"	"5610783"
96	-0.67719114	-2.3875868	0	0	0	3357	"tags=55%, list=22%, signal=70%"	"POSITIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY"	"GOBP"	"GO:0051443"
60	-0.67666227	-2.1916325	0	9.365695e-06	0.001	2265	"tags=47%, list=15%, signal=55%"	"HEDGEHOG LIGAND BIOGENESIS"	"REACTOME"	"R-HSA-5358346.1"
97	-0.6765954	-2.3978176	0	0	0	1186	"tags=41%, list=8%, signal=44%"	"CELLULAR RESPONSE TO INTERFERON-GAMMA"	"GOBP"	"GO:0071346"
77	-0.67597073	-2.3088744	0	0	0	3066	"tags=68%, list=20%, signal=84%"	"RESPIRATORY ELECTRON TRANSPORT CHAIN"	"GOBP"	"GO:0022904"
18	-0.67505217	-1.6521645	0.005167959	0.023006411	0.999	3894	"tags=56%, list=26%, signal=75%"	"RNA-DEPENDENT DNA BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0006278"
41	-0.67489785	-2.0439794	0	0.000120752695	0.017	3042	"tags=56%, list=20%, signal=70%"	"MITOTIC RECOMBINATION"	"GOBP"	"GO:0006312"
19	-0.6747791	-1.6986779	0.002739726	0.015178309	0.995	3357	"tags=53%, list=22%, signal=67%"	"INACTIVATION OF APC C VIA DIRECT INHIBITION OF THE APC C COMPLEX"	"REACTOME DATABASE ID RELEASE 60"	"141430"
19	-0.6747791	-1.685087	0.002994012	0.017274437	0.998	3357	"tags=53%, list=22%, signal=67%"	"INHIBITION OF THE PROTEOLYTIC ACTIVITY OF APC C REQUIRED FOR THE ONSET OF ANAPHASE BY MITOTIC SPINDLE CHECKPOINT COMPONENTS"	"REACTOME DATABASE ID RELEASE 60"	"141405"
25	-0.67453504	-1.8012877	0	0.004972564	0.739	2310	"tags=40%, list=15%, signal=47%"	"NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY"	"GOBP"	"GO:0070423"
22	-0.67439055	-1.7564944	0.0029850747	0.008236157	0.924	2195	"tags=50%, list=14%, signal=58%"	"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE"	"GOBP"	"GO:0016064"
28	-0.6741052	-1.8701253	0.0031347962	0.0019880757	0.369	3765	"tags=75%, list=25%, signal=99%"	"CRISTAE FORMATION"	"REACTOME"	"R-HSA-8949613.1"
61	-0.6732751	-2.1964304	0	9.425732e-06	0.001	2857	"tags=46%, list=19%, signal=56%"	"POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION"	"GOBP"	"GO:0032481"
32	-0.6722085	-1.910689	0	0.0010726972	0.201	3290	"tags=56%, list=22%, signal=72%"	"TERMINATION OF TRANSLESION DNA SYNTHESIS"	"REACTOME DATABASE ID RELEASE 60"	"5656169"
78	-0.67214286	-2.299794	0	0	0	3066	"tags=67%, list=20%, signal=83%"	"ELECTRON TRANSPORT CHAIN"	"GOBP"	"GO:0022900"
20	-0.6721111	-1.7112745	0.007751938	0.013438558	0.99	3357	"tags=50%, list=22%, signal=64%"	"MITOTIC SPINDLE CHECKPOINT"	"REACTOME DATABASE ID RELEASE 60"	"69618"
59	-0.67104757	-2.1574583	0	9.020947e-06	0.001	3655	"tags=66%, list=24%, signal=87%"	"TELOMERE MAINTENANCE"	"REACTOME DATABASE ID RELEASE 60"	"157579"
81	-0.6702573	-2.322639	0	0	0	2988	"tags=54%, list=20%, signal=67%"	"CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY"	"REACTOME DATABASE ID RELEASE 60"	"69656"
19	-0.67020816	-1.73264	0.0054054055	0.010805652	0.974	1714	"tags=53%, list=11%, signal=59%"	"BIOCARTA_IL12_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_IL12_PATHWAY"
77	-0.6700135	-2.2617786	0	1.0891957e-05	0.001	2247	"tags=40%, list=15%, signal=47%"	"NIK/NF-KAPPAB SIGNALING"	"GOBP"	"GO:0038061"
16	-0.67000103	-1.6063015	0.019851116	0.033637006	1	1950	"tags=44%, list=13%, signal=50%"	"T CELL MIGRATION"	"GOBP"	"GO:0072678"
17	-0.66975087	-1.6508174	0.009975063	0.023290375	0.999	3894	"tags=53%, list=26%, signal=71%"	"TELOMERE MAINTENANCE VIA TELOMERASE"	"GOBP"	"GO:0007004"
121	-0.66952443	-2.4602292	0	0	0	2988	"tags=58%, list=20%, signal=71%"	"G1 S TRANSITION"	"REACTOME"	"R-HSA-69206.2"
131	-0.66888195	-2.4543366	0	0	0	3042	"tags=57%, list=20%, signal=71%"	"S PHASE"	"REACTOME"	"R-HSA-69242.2"
22	-0.66782856	-1.7245312	0	0.011776973	0.98	1471	"tags=27%, list=10%, signal=30%"	"GUANOSINE-CONTAINING COMPOUND METABOLIC PROCESS"	"GOBP"	"GO:1901068"
71	-0.66684014	-2.2179995	0	9.802761e-06	0.001	2988	"tags=51%, list=20%, signal=63%"	"CELLULAR RESPONSE TO HYPOXIA"	"REACTOME"	"R-HSA-2262749.1"
71	-0.66684014	-2.2282207	0	1.00713305e-05	0.001	2988	"tags=51%, list=20%, signal=63%"	"REGULATION OF HYPOXIA-INDUCIBLE FACTOR (HIF) BY OXYGEN"	"REACTOME"	"R-HSA-1234174.1"
140	-0.66623616	-2.484353	0	0	0	3379	"tags=59%, list=22%, signal=75%"	"G2 M CHECKPOINTS"	"REACTOME"	"R-HSA-69481.3"
53	-0.66607034	-2.1475596	0	8.911602e-06	0.001	2247	"tags=53%, list=15%, signal=62%"	"FBXL7 DOWN-REGULATES AURKA DURING MITOTIC ENTRY AND IN EARLY MITOSIS"	"REACTOME"	"R-HSA-8854050.2"
110	-0.6648192	-2.4475405	0	0	0	2030	"tags=48%, list=13%, signal=55%"	"RESPONSE TO INTERFERON-GAMMA"	"GOBP"	"GO:0034341"
15	-0.6646069	-1.5673395	0.023076924	0.04411887	1	4475	"tags=87%, list=29%, signal=123%"	"POSITIVE REGULATION OF TELOMERASE RNA LOCALIZATION TO CAJAL BODY"	"GOBP"	"GO:1904874"
15	-0.66454566	-1.5609835	0.029411765	0.046131417	1	1225	"tags=27%, list=8%, signal=29%"	"PID_DNA_PK_PATHWAY"	"MSIGDB_C2"	"PID_DNA_PK_PATHWAY"
31	-0.6644178	-1.8963839	0	0.0013186389	0.25	3373	"tags=68%, list=22%, signal=87%"	"ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS"	"REACTOME DATABASE ID RELEASE 60"	"176187"
21	-0.6638472	-1.6993268	0.002967359	0.015083315	0.995	2423	"tags=33%, list=16%, signal=40%"	"POSITIVE REGULATION OF CHROMOSOME SEGREGATION"	"GOBP"	"GO:0051984"
24	-0.663497	-1.7567124	0.005449591	0.008222079	0.922	1055	"tags=38%, list=7%, signal=40%"	"NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE"	"GOBP"	"GO:0045824"
24	-0.6634468	-1.7348143	0.0030395137	0.01055413	0.972	1931	"tags=42%, list=13%, signal=48%"	"MITOCHONDRIAL TRANSMEMBRANE TRANSPORT"	"GOBP"	"GO:1990542"
18	-0.6634045	-1.657915	0.012626262	0.021870915	0.999	3290	"tags=61%, list=22%, signal=78%"	"TRANSLESION SYNTHESIS BY POLH"	"REACTOME DATABASE ID RELEASE 60"	"110320"
18	-0.6634045	-1.6269889	0.015075377	0.02852275	1	3290	"tags=61%, list=22%, signal=78%"	"ERROR-FREE TRANSLESION SYNTHESIS"	"GOBP"	"GO:0070987"
43	-0.6625454	-1.9987471	0	0.00026509733	0.042	2310	"tags=33%, list=15%, signal=38%"	"UBIQUITIN PROTEASOME PATHWAY"	"PANTHER PATHWAY"	"P00060"
82	-0.66227245	-2.283493	0	1.1763314e-05	0.001	3337	"tags=52%, list=22%, signal=67%"	"REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS"	"REACTOME"	"R-HSA-450531.4"
116	-0.661488	-2.4211352	0	0	0	3028	"tags=65%, list=20%, signal=80%"	"CELLULAR PROTEIN COMPLEX DISASSEMBLY"	"GOBP"	"GO:0043624"
112	-0.66123956	-2.4210882	0	0	0	3007	"tags=59%, list=20%, signal=73%"	"TCR SIGNALING"	"REACTOME DATABASE ID RELEASE 60"	"202403"
39	-0.661198	-1.9863952	0	0.0002862518	0.048	2567	"tags=49%, list=17%, signal=58%"	"INTERSTRAND CROSS-LINK REPAIR"	"GOBP"	"GO:0036297"
173	-0.6603069	-2.5136619	0	0	0	3379	"tags=56%, list=22%, signal=71%"	"CELL CYCLE CHECKPOINTS"	"REACTOME DATABASE ID RELEASE 60"	"69620"
94	-0.660175	-2.2934654	0	0	0	1916	"tags=46%, list=13%, signal=52%"	"ANTIGEN PROCESSING-CROSS PRESENTATION"	"REACTOME DATABASE ID RELEASE 60"	"1236975"
58	-0.66011477	-2.1663175	0	9.133008e-06	0.001	4246	"tags=71%, list=28%, signal=98%"	"HALLMARK_MYC_TARGETS_V2"	"MSIGDB_C2"	"HALLMARK_MYC_TARGETS_V2"
44	-0.6597541	-2.0072124	0	0.0002517578	0.039	2619	"tags=50%, list=17%, signal=60%"	"PROTON TRANSPORT"	"GOBP"	"GO:0015992"
48	-0.65961695	-2.0608315	0	9.6536365e-05	0.013	2313	"tags=58%, list=15%, signal=69%"	"CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)"	"REACTOME DATABASE ID RELEASE 60"	"1236978"
29	-0.65956765	-1.8337072	0	0.0031627584	0.551	2616	"tags=76%, list=17%, signal=91%"	"GENERATION OF SECOND MESSENGER MOLECULES"	"REACTOME DATABASE ID RELEASE 60"	"202433"
15	-0.65951675	-1.5826355	0.013020833	0.04036348	1	4121	"tags=73%, list=27%, signal=100%"	"METALLO-SULFUR CLUSTER ASSEMBLY"	"GOBP"	"GO:0031163"
15	-0.65951675	-1.5448086	0.02955665	0.051779095	1	4121	"tags=73%, list=27%, signal=100%"	"IRON-SULFUR CLUSTER ASSEMBLY"	"GOBP"	"GO:0016226"
163	-0.6592334	-2.4972959	0	0	0	1916	"tags=44%, list=13%, signal=49%"	"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN"	"GOBP"	"GO:0019884"
16	-0.6592307	-1.6291845	0.025069637	0.027987448	1	1966	"tags=44%, list=13%, signal=50%"	"E2F MEDIATED REGULATION OF DNA REPLICATION"	"REACTOME"	"R-HSA-113510.3"
82	-0.65883106	-2.300013	0	0	0	2988	"tags=54%, list=20%, signal=66%"	"CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION"	"REACTOME DATABASE ID RELEASE 60"	"69202"
159	-0.658661	-2.5074625	0	0	0	1916	"tags=44%, list=13%, signal=50%"	"ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN"	"GOBP"	"GO:0002478"
25	-0.6585823	-1.7904453	0	0.00570428	0.795	2167	"tags=36%, list=14%, signal=42%"	"REGULATION OF LEUKOCYTE DEGRANULATION"	"GOBP"	"GO:0043300"
34	-0.6582482	-1.9807584	0	0.00031548724	0.054	2834	"tags=41%, list=19%, signal=50%"	"NEGATIVE REGULATORS OF RIG-I MDA5 SIGNALING"	"REACTOME"	"R-HSA-936440.1"
34	-0.6579794	-1.8932847	0	0.0013807282	0.263	2043	"tags=44%, list=13%, signal=51%"	"SPLICEOSOMAL SNRNP ASSEMBLY"	"GOBP"	"GO:0000387"
16	-0.65686435	-1.5712802	0.032911394	0.04299011	1	1014	"tags=38%, list=7%, signal=40%"	"BIOCARTA_NKCELLS_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_NKCELLS_PATHWAY"
54	-0.6568349	-2.1213975	0	4.2296502e-05	0.005	4225	"tags=72%, list=28%, signal=100%"	"MITOCHONDRIAL PROTEIN IMPORT"	"REACTOME DATABASE ID RELEASE 60"	"1268020"
22	-0.6560699	-1.7458534	0.0027173914	0.009297604	0.947	3920	"tags=68%, list=26%, signal=92%"	"RRNA MODIFICATION"	"GOBP"	"GO:0000154"
18	-0.6560133	-1.5899862	0.023376623	0.038115248	1	2247	"tags=44%, list=15%, signal=52%"	"REGULATION OF NECROTIC CELL DEATH"	"GOBP"	"GO:0010939"
74	-0.654467	-2.2074785	0	9.673778e-06	0.001	1988	"tags=39%, list=13%, signal=45%"	"NEGATIVE REGULATION OF VIRAL PROCESS"	"GOBP"	"GO:0048525"
19	-0.6544434	-1.619739	0.01591512	0.030048251	1	4477	"tags=74%, list=29%, signal=104%"	"TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY DREAM COMPLEX"	"REACTOME"	"R-HSA-1362277.2"
23	-0.65419346	-1.7129039	0.0056980057	0.013247869	0.99	3152	"tags=48%, list=21%, signal=60%"	"BIOCARTA_CASPASE_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_CASPASE_PATHWAY"
22	-0.65405095	-1.7149723	0.002762431	0.013024257	0.988	2247	"tags=41%, list=15%, signal=48%"	"APC C:CDC20 MEDIATED DEGRADATION OF CYCLIN B"	"REACTOME DATABASE ID RELEASE 60"	"174048"
20	-0.6536684	-1.6586112	0.0057142857	0.021836026	0.999	1837	"tags=40%, list=12%, signal=45%"	"DNA LIGATION"	"GOBP"	"GO:0006266"
18	-0.65354097	-1.6081614	0.0127551025	0.033114295	1	2940	"tags=61%, list=19%, signal=76%"	"MICRORNA (MIRNA) BIOGENESIS"	"REACTOME DATABASE ID RELEASE 60"	"203927"
50	-0.65325254	-2.0386062	0	0.00012544637	0.018	2195	"tags=42%, list=14%, signal=49%"	"LYMPHOCYTE MEDIATED IMMUNITY"	"GOBP"	"GO:0002449"
75	-0.65290254	-2.2211878	0	1.0002818e-05	0.001	2988	"tags=49%, list=20%, signal=61%"	"REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO HYPOXIA"	"GOBP"	"GO:0061418"
54	-0.6527809	-2.0724483	0	6.852066e-05	0.009	1474	"tags=46%, list=10%, signal=51%"	"IL12-MEDIATED SIGNALING EVENTS"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"IL12-MEDIATED SIGNALING EVENTS"
27	-0.65215075	-1.7590835	0	0.007998236	0.915	4477	"tags=74%, list=29%, signal=105%"	"G0 AND EARLY G1"	"REACTOME DATABASE ID RELEASE 60"	"1538133"
197	-0.6520349	-2.5139587	0	0	0	3106	"tags=55%, list=20%, signal=69%"	"HALLMARK_OXIDATIVE_PHOSPHORYLATION"	"MSIGDB_C2"	"HALLMARK_OXIDATIVE_PHOSPHORYLATION"
15	-0.65059423	-1.5287855	0.032332562	0.057769556	1	2486	"tags=40%, list=16%, signal=48%"	"JAK STAT SIGNALING PATHWAY"	"PANTHER PATHWAY"	"P00038"
22	-0.6505805	-1.667411	0.0026666666	0.020148538	0.999	2167	"tags=36%, list=14%, signal=42%"	"REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY"	"GOBP"	"GO:0002886"
19	-0.65048325	-1.6626866	0.021621622	0.021107797	0.999	3458	"tags=47%, list=23%, signal=61%"	"REGULATION OF MAST CELL DEGRANULATION"	"GOBP"	"GO:0043304"
19	-0.65048325	-1.6473898	0.01511335	0.024047706	0.999	3458	"tags=47%, list=23%, signal=61%"	"REGULATION OF MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE"	"GOBP"	"GO:0033006"
24	-0.6503371	-1.7397995	0.010899182	0.009993141	0.963	3158	"tags=58%, list=21%, signal=74%"	"MITOCHONDRIAL RNA METABOLIC PROCESS"	"GOBP"	"GO:0000959"
15	-0.65019476	-1.5781522	0.026699029	0.04132478	1	4958	"tags=73%, list=33%, signal=109%"	"MATURATION OF 5.8S RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)"	"GOBP"	"GO:0000466"
20	-0.65008086	-1.6584558	0.019830028	0.021824092	0.999	3319	"tags=55%, list=22%, signal=70%"	"ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE"	"GOBP"	"GO:0061844"
29	-0.6498777	-1.7777628	0	0.0066392124	0.854	3042	"tags=55%, list=20%, signal=69%"	"RECOGNITION OF DNA DAMAGE BY PCNA-CONTAINING REPLICATION COMPLEX"	"REACTOME"	"R-HSA-110314.1"
16	-0.6498486	-1.575351	0.020565553	0.04205623	1	4590	"tags=75%, list=30%, signal=107%"	"TRANSLESION SYNTHESIS BY REV1"	"REACTOME"	"R-HSA-110312.1"
38	-0.6497229	-1.9109284	0	0.0010833179	0.201	3290	"tags=53%, list=22%, signal=67%"	"TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE"	"REACTOME DATABASE ID RELEASE 60"	"110313"
