GOID	term	gene	geneSetSize
GO:0044821	MEIOTIC TELOMERE TETHERING AT NUCLEAR PERIPHERY	MPS2	1
GO:0030397	MEMBRANE DISASSEMBLY	ATG15	1
GO:0033619	MEMBRANE PROTEIN PROTEOLYSIS	YPF1	1
GO:1990120	MESSENGER RIBONUCLEOPROTEIN COMPLEX ASSEMBLY	DBP2	1
GO:0110051	METABOLITE REPAIR	NNR2	1
GO:0000951	METHIONINE CATABOLIC PROCESS TO 3-METHYLTHIOPROPANOL	ARO10	1
GO:0051596	METHYLGLYOXAL CATABOLIC PROCESS	HSP32	1
GO:0034453	MICROTUBULE ANCHORING	BCP1|IRC15	2
GO:0001578	MICROTUBULE BUNDLE FORMATION	ASE1	1
GO:0051417	MICROTUBULE NUCLEATION BY SPINDLE POLE BODY	TUB4	1
GO:0031023	MICROTUBULE ORGANIZING CENTER ORGANIZATION	PAC1	1
GO:0072382	MINUS-END-DIRECTED VESICLE TRANSPORT ALONG MICROTUBULE	DYN1	1
GO:0070144	MITOCHONDRIAL ARGINYL-TRNA AMINOACYLATION	MSR1	1
GO:0070145	MITOCHONDRIAL ASPARAGINYL-TRNA AMINOACYLATION	SLM5	1
GO:0070146	MITOCHONDRIAL ASPARTYL-TRNA AMINOACYLATION	MSD1	1
GO:0042775	MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT	TAZ1	1
GO:0032043	MITOCHONDRIAL DNA CATABOLIC PROCESS	MIP1	1
GO:0033955	MITOCHONDRIAL DNA INHERITANCE	HSP60	1
GO:0090139	MITOCHONDRIAL DNA PACKAGING	ABF2	1
GO:0006120	MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE	NDI1	1
GO:0043653	MITOCHONDRIAL FRAGMENTATION INVOLVED IN APOPTOTIC PROCESS	FIS1	1
GO:0070149	MITOCHONDRIAL GLUTAMYL-TRNA AMINOACYLATION	MSE1	1
GO:0070152	MITOCHONDRIAL ISOLEUCYL-TRNA AMINOACYLATION	ISM1	1
GO:1902775	MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT ASSEMBLY	MRH4	1
GO:0070154	MITOCHONDRIAL LYSYL-TRNA AMINOACYLATION	MSK1	1
GO:0000958	MITOCHONDRIAL MRNA CATABOLIC PROCESS	CBP1	1
GO:0090144	MITOCHONDRIAL NUCLEOID ORGANIZATION	MRX6	1
GO:0070156	MITOCHONDRIAL PHENYLALANYL-TRNA AMINOACYLATION	MSF1	1
GO:0035694	MITOCHONDRIAL PROTEIN CATABOLIC PROCESS	OMA1	1
GO:0061668	MITOCHONDRIAL RIBOSOME ASSEMBLY	SOV1	1
GO:0000965	MITOCHONDRIAL RNA 3'-END PROCESSING	SUV3	1
GO:0000964	MITOCHONDRIAL RNA 5'-END PROCESSING	PET127	1
GO:0070158	MITOCHONDRIAL SERYL-TRNA AMINOACYLATION	DIA4	1
GO:1990545	MITOCHONDRIAL THIAMINE PYROPHOSPHATE TRANSMEMBRANE TRANSPORT	TPC1	1
GO:0070159	MITOCHONDRIAL THREONYL-TRNA AMINOACYLATION	MST1	1
GO:1990542	MITOCHONDRIAL TRANSMEMBRANE TRANSPORT	FSF1	1
GO:1990180	MITOCHONDRIAL TRNA 3'-END PROCESSING	TRZ1	1
GO:0072684	MITOCHONDRIAL TRNA 3'-TRAILER CLEAVAGE, ENDONUCLEOLYTIC	TRZ1	1
GO:0070901	MITOCHONDRIAL TRNA METHYLATION	TRM5	1
GO:0090646	MITOCHONDRIAL TRNA PROCESSING	TRM10	1
GO:0070903	MITOCHONDRIAL TRNA THIO-MODIFICATION	NFS1	1
GO:0072670	MITOCHONDRIAL TRNA THREONYLCARBAMOYLADENOSINE MODIFICATION	QRI7	1
GO:1990799	MITOCHONDRIAL TRNA WOBBLE POSITION URIDINE THIOLATION	SLM3	1
GO:0070183	MITOCHONDRIAL TRYPTOPHANYL-TRNA AMINOACYLATION	MSW1	1
GO:0070184	MITOCHONDRIAL TYROSYL-TRNA AMINOACYLATION	MSY1	1
GO:0048311	MITOCHONDRION DISTRIBUTION	DML1	1
GO:0034642	MITOCHONDRION MIGRATION ALONG ACTIN FILAMENT	AIM21	1
GO:1903479	MITOTIC ACTOMYOSIN CONTRACTILE RING ASSEMBLY ACTIN FILAMENT ORGANIZATION	IQG1	1
GO:1990274	MITOTIC ACTOMYOSIN CONTRACTILE RING DISASSEMBLY	MLC2	1
GO:1902969	MITOTIC DNA REPLICATION	MCM6	1
GO:0031569	MITOTIC G2 CELL SIZE CONTROL CHECKPOINT	SWE1	1
GO:0140014	MITOTIC NUCLEAR DIVISION	NIS1	1
GO:0072480	MITOTIC SPINDLE ASSEMBLY CHECKPOINT SIGNALING	MPS1	1
GO:0051256	MITOTIC SPINDLE MIDZONE ASSEMBLY	ASE1	1
GO:0098787	MRNA CLEAVAGE INVOLVED IN MRNA PROCESSING	SEN2	1
GO:0016556	MRNA MODIFICATION	KRE33	1
GO:0042789	MRNA TRANSCRIPTION BY RNA POLYMERASE II	SPT6	1
GO:0034496	MULTIVESICULAR BODY MEMBRANE DISASSEMBLY	ATG15	1
GO:0071985	MULTIVESICULAR BODY SORTING PATHWAY	ENT3|SNF8|VPS25	3
GO:0043387	MYCOTOXIN CATABOLIC PROCESS	AYT1	1
GO:0006044	N-ACETYLGLUCOSAMINE METABOLIC PROCESS	HTC1	1
GO:0070291	N-ACYLETHANOLAMINE METABOLIC PROCESS	FMP30	1
GO:0070292	N-ACYLPHOSPHATIDYLETHANOLAMINE METABOLIC PROCESS	FMP30	1
GO:0018002	N-TERMINAL PEPTIDYL-GLUTAMIC ACID ACETYLATION	ARD1	1
GO:0018013	N-TERMINAL PEPTIDYL-GLYCINE METHYLATION	NNT1	1
GO:0018008	N-TERMINAL PEPTIDYL-GLYCINE N-MYRISTOYLATION	NMT1	1
GO:0018016	N-TERMINAL PEPTIDYL-PROLINE DIMETHYLATION	TAE1	1
GO:0006480	N-TERMINAL PROTEIN AMINO ACID METHYLATION	TAE1	1
GO:0031365	N-TERMINAL PROTEIN AMINO ACID MODIFICATION	NTA1	1
GO:0061606	N-TERMINAL PROTEIN AMINO ACID PROPIONYLATION	ARD1	1
GO:0019677	NAD CATABOLIC PROCESS	NPY1	1
GO:0019674	NAD METABOLIC PROCESS	BNA4|POS5|UTR1|YEF1	4
GO:0034355	NAD SALVAGE	NPT1	1
GO:0006734	NADH METABOLIC PROCESS	NPY1	1
GO:0006735	NADH REGENERATION	MDH3	1
GO:0006742	NADP CATABOLIC PROCESS	NPY1	1
GO:1902647	NEGATIVE REGULATION OF 1-PHOSPHATIDYL-1D-MYO-INOSITOL 4,5-BISPHOSPHATE BIOSYNTHETIC PROCESS	OPY1	1
GO:0120133	NEGATIVE REGULATION OF ACTIN CORTICAL PATCH ASSEMBLY	PRK1	1
GO:0032232	NEGATIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY	EFB1	1
GO:0051126	NEGATIVE REGULATION OF ACTIN NUCLEATION	HOF1	1
GO:1905785	NEGATIVE REGULATION OF ANAPHASE-PROMOTING COMPLEX-DEPENDENT CATABOLIC PROCESS	MND2	1
GO:2001234	NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY	HXK2	1
GO:1903147	NEGATIVE REGULATION OF AUTOPHAGY OF MITOCHONDRION	AIM25	1
GO:0043086	NEGATIVE REGULATION OF CATALYTIC ACTIVITY	DCS2|DIF1|DMC1|HED1|HUG1|IGD1|MCK1|OAZ1|PAB1|SML1|SPL2|STI1|SYP1	13
GO:1901856	NEGATIVE REGULATION OF CELLULAR RESPIRATION	SOD1	1
GO:1900463	NEGATIVE REGULATION OF CELLULAR RESPONSE TO ALKALINE PH BY NEGATIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER	NRG1	1
GO:1903574	NEGATIVE REGULATION OF CELLULAR RESPONSE TO AMINO ACID STARVATION	GCD1	1
GO:1902340	NEGATIVE REGULATION OF CHROMOSOME CONDENSATION	RAD61	1
GO:0045736	NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY	CIP1|FAR1|PHO81|SIC1	4
GO:0032466	NEGATIVE REGULATION OF CYTOKINESIS	AIP1	1
GO:0051481	NEGATIVE REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION	RCH1	1
GO:1905775	NEGATIVE REGULATION OF DNA HELICASE ACTIVITY	MCM2	1
GO:1903873	NEGATIVE REGULATION OF DNA RECOMBINASE MEDIATOR COMPLEX ASSEMBLY	HED1	1
GO:0110027	NEGATIVE REGULATION OF DNA STRAND RESECTION INVOLVED IN REPLICATION FORK PROCESSING	RAD9	1
GO:2000104	NEGATIVE REGULATION OF DNA-DEPENDENT DNA REPLICATION	CHD1	1
GO:0060567	NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, TERMINATION	HMT1	1
GO:2000042	NEGATIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION	SRS2	1
GO:0045806	NEGATIVE REGULATION OF ENDOCYTOSIS	NPR1	1
GO:0032078	NEGATIVE REGULATION OF ENDODEOXYRIBONUCLEASE ACTIVITY	RAD50	1
GO:0010895	NEGATIVE REGULATION OF ERGOSTEROL BIOSYNTHETIC PROCESS	MOT3	1
GO:0045717	NEGATIVE REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS	CSR1	1
GO:0045922	NEGATIVE REGULATION OF FATTY ACID METABOLIC PROCESS	FRM2	1
GO:0060258	NEGATIVE REGULATION OF FILAMENTOUS GROWTH	SSN3	1
GO:1900477	NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE BY NEGATIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER	ASH1	1
GO:0045818	NEGATIVE REGULATION OF GLYCOGEN CATABOLIC PROCESS	IGD1	1
GO:0034260	NEGATIVE REGULATION OF GTPASE ACTIVITY	ERI1|ROY1	2
GO:0051097	NEGATIVE REGULATION OF HELICASE ACTIVITY	MUS81	1
GO:0031064	NEGATIVE REGULATION OF HISTONE DEACETYLATION	ESS1	1
GO:0000415	NEGATIVE REGULATION OF HISTONE H3-K36 METHYLATION	FPR4	1
GO:1901299	NEGATIVE REGULATION OF HYDROGEN PEROXIDE-MEDIATED PROGRAMMED CELL DEATH	DRE2	1
GO:0033673	NEGATIVE REGULATION OF KINASE ACTIVITY	GAL80	1
GO:0034183	NEGATIVE REGULATION OF MAINTENANCE OF MITOTIC SISTER CHROMATID COHESION	RAD61	1
GO:0043407	NEGATIVE REGULATION OF MAP KINASE ACTIVITY	AHK1	1
GO:0051447	NEGATIVE REGULATION OF MEIOTIC CELL CYCLE	CDC28	1
GO:1905262	NEGATIVE REGULATION OF MEIOTIC DNA DOUBLE-STRAND BREAK FORMATION INVOLVED IN RECIPROCAL MEIOTIC RECOMBINATION	MCM21	1
GO:0010947	NEGATIVE REGULATION OF MEIOTIC JOINT MOLECULE FORMATION	SGS1	1
GO:2000575	NEGATIVE REGULATION OF MICROTUBULE MOTOR ACTIVITY	SHE1	1
GO:0010637	NEGATIVE REGULATION OF MITOCHONDRIAL FUSION	UBP12	1
GO:1903500	NEGATIVE REGULATION OF MITOTIC ACTOMYOSIN CONTRACTILE RING ASSEMBLY	CDC28	1
GO:0045930	NEGATIVE REGULATION OF MITOTIC CELL CYCLE	CDC28	1
GO:0101018	NEGATIVE REGULATION OF MITOTIC DNA REPLICATION INITIATION FROM LATE ORIGIN	RIF1	1
GO:0048025	NEGATIVE REGULATION OF MRNA SPLICING, VIA SPLICEOSOME	RPL30	1
GO:1904388	NEGATIVE REGULATION OF NCRNA TRANSCRIPTION ASSOCIATED WITH PROTEIN CODING GENE TSS/TES	JHD2	1
GO:0045019	NEGATIVE REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS	DRE2	1
GO:1901720	NEGATIVE REGULATION OF NMS COMPLEX ASSEMBLY	CNN1	1
GO:1900240	NEGATIVE REGULATION OF PHENOTYPIC SWITCHING	DIG1	1
GO:0010512	NEGATIVE REGULATION OF PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS	GTS1	1
GO:1901408	NEGATIVE REGULATION OF PHOSPHORYLATION OF RNA POLYMERASE II C-TERMINAL DOMAIN	RAT1	1
GO:0043069	NEGATIVE REGULATION OF PROGRAMMED CELL DEATH	COX20	1
GO:1901799	NEGATIVE REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS	UBP6	1
GO:0032435	NEGATIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	PTH2	1
GO:0042308	NEGATIVE REGULATION OF PROTEIN IMPORT INTO NUCLEUS	SCS2	1
GO:0100002	NEGATIVE REGULATION OF PROTEIN KINASE ACTIVITY BY PROTEIN PHOSPHORYLATION	GCN2	1
GO:2000009	NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO CELL SURFACE	VPS55	1
GO:1902543	NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO MITOTIC SPINDLE POLE BODY	BUB2	1
GO:1902915	NEGATIVE REGULATION OF PROTEIN POLYUBIQUITINATION	STP22	1
GO:1905183	NEGATIVE REGULATION OF PROTEIN SERINE/THREONINE PHOSPHATASE ACTIVITY	IGO1	1
GO:0045984	NEGATIVE REGULATION OF PYRIMIDINE NUCLEOBASE METABOLIC PROCESS	URA2	1
GO:1904183	NEGATIVE REGULATION OF PYRUVATE DEHYDROGENASE ACTIVITY	PKP1|PKP2	2
GO:2001107	NEGATIVE REGULATION OF RHO GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY	NBA1	1
GO:2000198	NEGATIVE REGULATION OF RIBONUCLEOPROTEIN COMPLEX LOCALIZATION	PPH22	1
GO:0010689	NEGATIVE REGULATION OF RIBOSOMAL PROTEIN GENE TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO CHEMICAL STIMULUS	SRB2	1
GO:1902281	NEGATIVE REGULATION OF RNA HELICASE ACTIVITY	YRA1	1
GO:2001042	NEGATIVE REGULATION OF SEPTUM DIGESTION AFTER CYTOKINESIS	AMN1	1
GO:0043942	NEGATIVE REGULATION OF SEXUAL SPORULATION RESULTING IN FORMATION OF A CELLULAR SPORE	PDR16	1
GO:1900191	NEGATIVE REGULATION OF SINGLE-SPECIES BIOFILM FORMATION	CYC8	1
GO:0045875	NEGATIVE REGULATION OF SISTER CHROMATID COHESION	CDC28	1
GO:0035544	NEGATIVE REGULATION OF SNARE COMPLEX ASSEMBLY	SEC6	1
GO:0042174	NEGATIVE REGULATION OF SPORULATION RESULTING IN FORMATION OF A CELLULAR SPORE	SMK1	1
GO:0060543	NEGATIVE REGULATION OF STRAND INVASION	MPH1	1
GO:0062030	NEGATIVE REGULATION OF STRESS GRANULE ASSEMBLY	SAM1	1
GO:2000805	NEGATIVE REGULATION OF TERMINATION OF RNA POLYMERASE II TRANSCRIPTION, POLY(A)-COUPLED	NPL3	1
GO:0010944	NEGATIVE REGULATION OF TRANSCRIPTION BY COMPETITIVE PROMOTER BINDING	SUM1	1
GO:0010621	NEGATIVE REGULATION OF TRANSCRIPTION BY TRANSCRIPTION FACTOR LOCALIZATION	HDA1	1
GO:0061987	NEGATIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER BY GLUCOSE	MIG1	1
GO:0061428	NEGATIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO HYPOXIA	HAP1	1
GO:0010768	NEGATIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO UV-INDUCED DNA DAMAGE	MIG3	1
GO:0060633	NEGATIVE REGULATION OF TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER	CAK1	1
GO:0032055	NEGATIVE REGULATION OF TRANSLATION IN RESPONSE TO STRESS	SBP1	1
GO:0045900	NEGATIVE REGULATION OF TRANSLATIONAL ELONGATION	DHH1	1
GO:0051444	NEGATIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY	LAG2	1
GO:0106279	NEGATIVE REGULATION OF UDP-N-ACETYLGLUCOSAMINE BIOSYNTHETIC PROCESS	ISR1	1
GO:0015804	NEUTRAL AMINO ACID TRANSPORT	AVT4|PUT4	2
GO:0046461	NEUTRAL LIPID CATABOLIC PROCESS	ATG15	1
GO:0046495	NICOTINAMIDE RIBOSIDE METABOLIC PROCESS	NRK1	1
GO:0006809	NITRIC OXIDE BIOSYNTHETIC PROCESS	TAH18	1
GO:0015707	NITRITE TRANSPORT	YHL008C	1
GO:0090294	NITROGEN CATABOLITE ACTIVATION OF TRANSCRIPTION	GAT1	1
GO:0001079	NITROGEN CATABOLITE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER	RTG2	1
GO:0001081	NITROGEN CATABOLITE REPRESSION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER	UME6	1
GO:0031468	NUCLEAR ENVELOPE REASSEMBLY	SHP1	1
GO:0048288	NUCLEAR MEMBRANE FUSION INVOLVED IN KARYOGAMY	KAR5|PRM3	2
GO:0071032	NUCLEAR MRNA SURVEILLANCE OF MRNP EXPORT	SWT1	1
GO:0071030	NUCLEAR MRNA SURVEILLANCE OF SPLICEOSOMAL PRE-MRNA SPLICING	MPP6	1
GO:0071027	NUCLEAR RNA SURVEILLANCE	EFG1	1
GO:0070479	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, 5'-3' EXONUCLEOLYTIC NONSENSE-MEDIATED DECAY	XRN1	1
GO:0031086	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-INDEPENDENT DECAY	DCS1	1
GO:0000291	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, EXONUCLEOLYTIC	RPB7	1
GO:0015931	NUCLEOBASE-CONTAINING COMPOUND TRANSPORT	SNG1	1
GO:0017126	NUCLEOLOGENESIS	TGS1	1
GO:0006753	NUCLEOSIDE PHOSPHATE METABOLIC PROCESS	YSA1	1
GO:0015858	NUCLEOSIDE TRANSPORT	FUN26	1
GO:0009143	NUCLEOSIDE TRIPHOSPHATE CATABOLIC PROCESS	HAM1	1
GO:0046939	NUCLEOTIDE PHOSPHORYLATION	TPP1	1
GO:0000717	NUCLEOTIDE-EXCISION REPAIR, DNA DUPLEX UNWINDING	RAD3	1
GO:0006295	NUCLEOTIDE-EXCISION REPAIR, DNA INCISION, 3'-TO LESION	RAD2	1
GO:0006294	NUCLEOTIDE-EXCISION REPAIR, PREINCISION COMPLEX ASSEMBLY	TFB5	1
GO:0015780	NUCLEOTIDE-SUGAR TRANSMEMBRANE TRANSPORT	YMD8	1
GO:1903461	OKAZAKI FRAGMENT PROCESSING INVOLVED IN MITOTIC DNA REPLICATION	CDC9	1
GO:0031388	ORGANIC ACID PHOSPHORYLATION	ERG8	1
GO:0015849	ORGANIC ACID TRANSPORT	PDR12	1
GO:0015850	ORGANIC HYDROXY COMPOUND TRANSPORT	HOL1	1
GO:0006591	ORNITHINE METABOLIC PROCESS	CAR2	1
GO:0036158	OUTER DYNEIN ARM ASSEMBLY	NUD1	1
GO:0033611	OXALATE CATABOLIC PROCESS	PCS60	1
GO:0006107	OXALOACETATE METABOLIC PROCESS	NIT3	1
GO:0055114	OXIDATION-REDUCTION PROCESS	ERV2	1
GO:0098717	PANTOTHENATE IMPORT ACROSS PLASMA MEMBRANE	FEN2	1
GO:0015887	PANTOTHENATE TRANSMEMBRANE TRANSPORT	FEN2	1
GO:0008153	PARA-AMINOBENZOIC ACID BIOSYNTHETIC PROCESS	ABZ1	1
GO:0045490	PECTIN CATABOLIC PROCESS	PGU1	1
GO:0019323	PENTOSE CATABOLIC PROCESS	RPE1	1
GO:0019321	PENTOSE METABOLIC PROCESS	YDR109C	1
GO:0043043	PEPTIDE BIOSYNTHETIC PROCESS	RQC2	1
GO:0000770	PEPTIDE PHEROMONE EXPORT	STE6	1
GO:0015833	PEPTIDE TRANSPORT	BPT1|MDL2|OPT1|OPT2|PTR2|YCF1|YGL114W	7
GO:0140291	PEPTIDYL-GLUTAMATE ADP-DERIBOSYLATION	POA1	1
GO:0042038	PEPTIDYL-HISTIDINE METHYLATION, TO FORM TELE-METHYLHISTIDINE	HPM1	1
GO:0018106	PEPTIDYL-HISTIDINE PHOSPHORYLATION	SLN1	1
GO:0018394	PEPTIDYL-LYSINE ACETYLATION	ESA1	1
GO:0034983	PEPTIDYL-LYSINE DEACETYLATION	HOS1	1
GO:0018188	PEPTIDYL-PROLINE DI-HYDROXYLATION	TPA1	1
GO:0019511	PEPTIDYL-PROLINE HYDROXYLATION	TPA1	1
GO:0017186	PEPTIDYL-PYROGLUTAMIC ACID BIOSYNTHETIC PROCESS, USING GLUTAMINYL-PEPTIDE CYCLOTRANSFERASE	YFR018C	1
GO:0038083	PEPTIDYL-TYROSINE AUTOPHOSPHORYLATION	HRR25	1
GO:0018108	PEPTIDYL-TYROSINE PHOSPHORYLATION	BCK1|HRR25|KNS1|MKK2|PBS2|RAD53|SWE1|YAK1	8
GO:0031508	PERICENTRIC HETEROCHROMATIN ASSEMBLY	HST4	1
GO:0010124	PHENYLACETATE CATABOLIC PROCESS	POT1	1
GO:0034638	PHOSPHATIDYLCHOLINE CATABOLIC PROCESS	NTE1	1
GO:0034478	PHOSPHATIDYLGLYCEROL CATABOLIC PROCESS	PGC1	1
GO:0014065	PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING	TEP1	1
GO:0036092	PHOSPHATIDYLINOSITOL-3-PHOSPHATE BIOSYNTHETIC PROCESS	FIG4|INP51|INP52|INP53|VPS34	5
GO:0006659	PHOSPHATIDYLSERINE BIOSYNTHETIC PROCESS	CHO1	1
GO:0009395	PHOSPHOLIPID CATABOLIC PROCESS	CSR1|FMP30|PLB1|PLB2|PLB3|PLC1|SPO1	7
GO:0000160	PHOSPHORELAY SIGNAL TRANSDUCTION SYSTEM	RIM15|SKN7|SLN1|SSK1|YPD1	5
GO:1901921	PHOSPHORYLATION OF RNA POLYMERASE II C-TERMINAL DOMAIN INVOLVED IN RECRUITMENT OF 3'-END PROCESSING FACTORS TO RNA POLYMERASE II HOLOENZYME COMPLEX	KIN28	1
GO:0071619	PHOSPHORYLATION OF RNA POLYMERASE II C-TERMINAL DOMAIN SERINE 2 RESIDUES	CTK3	1
GO:1903654	PHOSPHORYLATION OF RNA POLYMERASE II C-TERMINAL DOMAIN SERINE 5 RESIDUES INVOLVED IN POSITIVE REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER	KIN28	1
GO:1900018	PHOSPHORYLATION OF RNA POLYMERASE II C-TERMINAL DOMAIN SERINE 5 RESIDUES INVOLVED IN RECRUITMENT OF MRNA CAPPING ENZYME TO RNA POLYMERASE II HOLOENZYME COMPLEX	KIN28	1
GO:0000719	PHOTOREACTIVE REPAIR	PHR1	1
GO:0032220	PLASMA MEMBRANE FUSION INVOLVED IN CYTOGAMY	FIG1|PRM1	2
GO:0035879	PLASMA MEMBRANE LACTATE TRANSPORT	JEN1	1
GO:0017121	PLASMA MEMBRANE PHOSPHOLIPID SCRAMBLING	AIM25	1
GO:0006849	PLASMA MEMBRANE PYRUVATE TRANSPORT	JEN1	1
GO:0030541	PLASMID PARTITIONING	SNM1	1
GO:0070462	PLUS-END SPECIFIC MICROTUBULE DEPOLYMERIZATION	KIP3	1
GO:0071047	POLYADENYLATION-DEPENDENT MRNA CATABOLIC PROCESS	PAP2	1
GO:0043633	POLYADENYLATION-DEPENDENT RNA CATABOLIC PROCESS	AIR1|AIR2|NGL3	3
GO:0010509	POLYAMINE HOMEOSTASIS	QDR3	1
GO:1902047	POLYAMINE TRANSMEMBRANE TRANSPORT	GAP1|QDR3|TPO1|TPO5	4
GO:0098501	POLYNUCLEOTIDE DEPHOSPHORYLATION	CET1	1
GO:0015791	POLYOL TRANSPORT	FPS1	1
GO:0016095	POLYPRENOL CATABOLIC PROCESS	DFG10	1
GO:0000271	POLYSACCHARIDE BIOSYNTHETIC PROCESS	GTB1	1
GO:1902274	POSITIVE REGULATION OF (R)-CARNITINE TRANSMEMBRANE TRANSPORT	AGP2	1
GO:0043128	POSITIVE REGULATION OF 1-PHOSPHATIDYLINOSITOL 4-KINASE ACTIVITY	FRQ1	1
GO:0051127	POSITIVE REGULATION OF ACTIN NUCLEATION	BUD6	1
GO:0032014	POSITIVE REGULATION OF ARF PROTEIN SIGNAL TRANSDUCTION	SYT1	1
GO:0045772	POSITIVE REGULATION OF AUTOPHAGOSOME SIZE	ATG17	1
GO:0051099	POSITIVE REGULATION OF BINDING	PEX21	1
GO:1903364	POSITIVE REGULATION OF CELLULAR PROTEIN CATABOLIC PROCESS	CDH1	1
GO:1900039	POSITIVE REGULATION OF CELLULAR RESPONSE TO HYPOXIA	ETT1	1
GO:1903646	POSITIVE REGULATION OF CHAPERONE-MEDIATED PROTEIN FOLDING	SGT2	1
GO:0031940	POSITIVE REGULATION OF CHROMATIN SILENCING AT TELOMERE	OAF1	1
GO:1903272	POSITIVE REGULATION OF CYTOPLASMIC TRANSLATIONAL ELONGATION THROUGH POLYPROLINE STRETCHES	HYP2	1
GO:0035306	POSITIVE REGULATION OF DEPHOSPHORYLATION	SAE2	1
GO:1904877	POSITIVE REGULATION OF DNA LIGASE ACTIVITY	RAD52	1
GO:0045911	POSITIVE REGULATION OF DNA RECOMBINATION	FOB1	1
GO:0045739	POSITIVE REGULATION OF DNA REPAIR	RAD28	1
GO:1902597	POSITIVE REGULATION OF DNA REPLICATION ORIGIN BINDING	DPB11	1
GO:2000105	POSITIVE REGULATION OF DNA-DEPENDENT DNA REPLICATION	MEC1	1
GO:2000144	POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION	TAF6	1
GO:1905168	POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION	CDC28	1
GO:0070452	POSITIVE REGULATION OF ERGOSTEROL BIOSYNTHETIC PROCESS	RRI1	1
GO:0061161	POSITIVE REGULATION OF ESTABLISHMENT OF BIPOLAR CELL POLARITY REGULATING CELL SHAPE	RAX2	1
GO:0061425	POSITIVE REGULATION OF ETHANOL CATABOLIC PROCESS BY POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER	ADR1	1
GO:1902394	POSITIVE REGULATION OF EXODEOXYRIBONUCLEASE ACTIVITY	POL30	1
GO:1901919	POSITIVE REGULATION OF EXORIBONUCLEASE ACTIVITY	DCS1	1
GO:0045723	POSITIVE REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS	RSP5	1
GO:1900430	POSITIVE REGULATION OF FILAMENTOUS GROWTH OF A POPULATION OF UNICELLULAR ORGANISMS	MEP2	1
GO:0110032	POSITIVE REGULATION OF G2/MI TRANSITION OF MEIOTIC CELL CYCLE	MIH1	1
GO:1901717	POSITIVE REGULATION OF GAMMA-AMINOBUTYRIC ACID CATABOLIC PROCESS	DAL81	1
GO:0010628	POSITIVE REGULATION OF GENE EXPRESSION	BCK2	1
GO:0045819	POSITIVE REGULATION OF GLYCOGEN CATABOLIC PROCESS	CDC28	1
GO:2001172	POSITIVE REGULATION OF GLYCOLYTIC FERMENTATION TO ETHANOL	PDC2	1
GO:0045821	POSITIVE REGULATION OF GLYCOLYTIC PROCESS	TYE7	1
GO:0031453	POSITIVE REGULATION OF HETEROCHROMATIN ASSEMBLY	SIR4	1
GO:1900051	POSITIVE REGULATION OF HISTONE EXCHANGE	BDF1	1
